#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
IL6	CX3CL1	1844631	1842139	9606.ENSP00000258743	9606.ENSP00000006053	0	0	0	0	0.106	0	0	0.518	0.551
PRSS8	CDH1	1850177	1844988	9606.ENSP00000319730	9606.ENSP00000261769	0	0	0	0	0.165	0	0	0.484	0.551
AXL	EGFR	1848254	1846445	9606.ENSP00000301178	9606.ENSP00000275493	0	0	0	0.651	0.045	0.408	0	0.688	0.55
MMP9	IL17RA	1855661	1850297	9606.ENSP00000361405	9606.ENSP00000320936	0	0	0	0	0.052	0	0	0.545	0.55
KIT	FST	1847112	1844467	9606.ENSP00000288135	9606.ENSP00000256759	0	0	0	0	0	0	0	0.549	0.549
CCL8	CXCL5	1858210	1847663	9606.ENSP00000378118	9606.ENSP00000296027	0	0	0	0	0.093	0	0	0.524	0.549
VEGFA	PRSS3	1855611	1854099	9606.ENSP00000361125	9606.ENSP00000354280	0	0	0	0	0	0	0	0.549	0.549
NCAM1	IL18	1850053	1846668	9606.ENSP00000318472	9606.ENSP00000280357	0	0	0	0	0	0	0	0.548	0.548
CXCL1	CCL8	1858329	1858210	9606.ENSP00000379110	9606.ENSP00000378118	0	0	0	0	0.074	0	0	0.532	0.548
CDH1	OSM	1844988	1842507	9606.ENSP00000261769	9606.ENSP00000215781	0	0	0	0	0	0	0	0.548	0.548
VWF	CCL2	1844904	1843055	9606.ENSP00000261405	9606.ENSP00000225831	0	0	0	0	0	0	0	0.548	0.548
TNC	CHL1	1845696	1844445	9606.ENSP00000265131	9606.ENSP00000256509	0	0	0	0	0.053	0	0	0.542	0.548
EPHB4	NOTCH1	1853646	1846535	9606.ENSP00000350896	9606.ENSP00000277541	0.048	0	0	0	0.054	0.17	0	0.465	0.547
CD163	FCGR2A	1853796	1846197	9606.ENSP00000352071	9606.ENSP00000271450	0	0	0	0	0.374	0	0	0.307	0.547
VCAM1	ICAM3	1847502	1842275	9606.ENSP00000294728	9606.ENSP00000160262	0	0	0	0	0.052	0	0	0.542	0.547
SOD2	IL8	1854504	1848852	9606.ENSP00000356022	9606.ENSP00000306512	0	0	0	0	0.28	0	0	0.397	0.547
CTSL1	REN	1852924	1846232	9606.ENSP00000345344	9606.ENSP00000272190	0	0	0	0	0.148	0.295	0	0.306	0.546
IL7R	CCL5	1848815	1847396	9606.ENSP00000306157	9606.ENSP00000293272	0	0	0	0	0.306	0	0	0.371	0.545
HAO1	DECR1	1856931	1842800	9606.ENSP00000368066	9606.ENSP00000220764	0	0	0	0	0.088	0	0	0.522	0.545
ENG	VWF	1855851	1844904	9606.ENSP00000362299	9606.ENSP00000261405	0	0	0	0	0.059	0	0	0.535	0.544
CCL7	MMP2	1856894	1842719	9606.ENSP00000367832	9606.ENSP00000219070	0	0	0	0	0	0.326	0	0.351	0.544
MET	NOTCH1	1849944	1846535	9606.ENSP00000317272	9606.ENSP00000277541	0.048	0	0	0	0.055	0.17	0	0.46	0.543
SPP1	RETN	1858269	1842846	9606.ENSP00000378517	9606.ENSP00000221515	0	0	0	0	0	0	0	0.543	0.543
PLAUR	NOTCH1	1852201	1846535	9606.ENSP00000339328	9606.ENSP00000277541	0	0	0	0	0	0	0	0.543	0.543
REN	ICAM1	1846232	1845628	9606.ENSP00000272190	9606.ENSP00000264832	0	0	0	0	0	0	0	0.543	0.543
CD40	CCL19	1855654	1849114	9606.ENSP00000361359	9606.ENSP00000308815	0	0	0	0	0.052	0	0	0.537	0.542
HAVCR1	IL18	1852866	1846668	9606.ENSP00000344844	9606.ENSP00000280357	0	0	0	0	0	0	0	0.542	0.542
APOM	VEGFA	1856405	1855611	9606.ENSP00000365081	9606.ENSP00000361125	0	0	0	0	0	0	0	0.542	0.542
PDCD1LG2	FCGR3B	1858518	1847507	9606.ENSP00000380855	9606.ENSP00000294800	0	0	0	0	0.072	0	0	0.527	0.542
IL10	HAVCR1	1860958	1852866	9606.ENSP00000412237	9606.ENSP00000344844	0	0	0	0	0	0	0	0.542	0.542
KIT	MPO	1847112	1843011	9606.ENSP00000288135	9606.ENSP00000225275	0	0	0	0	0	0	0	0.541	0.541
LEP	FCGR3B	1849557	1847507	9606.ENSP00000312652	9606.ENSP00000294800	0	0	0	0	0	0	0	0.541	0.541
IL8	FABP4	1848852	1844407	9606.ENSP00000306512	9606.ENSP00000256104	0	0	0	0	0.049	0	0	0.537	0.541
CXCL9	ICAM1	1854250	1845628	9606.ENSP00000354901	9606.ENSP00000264832	0	0	0	0	0.055	0	0	0.533	0.54
IL10	CXCL16	1860958	1847437	9606.ENSP00000412237	9606.ENSP00000293778	0	0	0	0	0	0	0	0.54	0.54
CD274	TNFRSF9	1857401	1856697	9606.ENSP00000370989	9606.ENSP00000366729	0	0	0	0	0.053	0	0	0.534	0.54
PLAUR	TIMP1	1852201	1842705	9606.ENSP00000339328	9606.ENSP00000218388	0	0	0	0	0.129	0	0	0.492	0.539
ICAM1	IL12B	1845628	1843283	9606.ENSP00000264832	9606.ENSP00000231228	0	0	0	0	0	0	0	0.539	0.539
IL10	SRC	1860958	1853652	9606.ENSP00000412237	9606.ENSP00000350941	0	0	0	0	0	0.07	0	0.525	0.539
VEGFA	AOC3	1855611	1849521	9606.ENSP00000361125	9606.ENSP00000312326	0	0	0	0	0	0	0	0.539	0.539
VEGFA	GRN	1855611	1842222	9606.ENSP00000361125	9606.ENSP00000053867	0	0	0	0	0	0	0	0.539	0.539
IL10	KIT	1860958	1847112	9606.ENSP00000412237	9606.ENSP00000288135	0	0	0	0	0	0.07	0	0.525	0.539
CCL11	IL17C	1848388	1843707	9606.ENSP00000302234	9606.ENSP00000244241	0	0	0	0	0	0	0	0.538	0.538
SELL	ICAM3	1843434	1842275	9606.ENSP00000236147	9606.ENSP00000160262	0	0	0	0	0.09	0	0	0.513	0.538
IL16	IL6	1848472	1844631	9606.ENSP00000302935	9606.ENSP00000258743	0	0	0	0	0	0	0	0.538	0.538
MMP3	TNC	1848108	1845696	9606.ENSP00000299855	9606.ENSP00000265131	0	0	0	0	0.054	0	0	0.532	0.538
EGFR	ICAM1	1846445	1845628	9606.ENSP00000275493	9606.ENSP00000264832	0	0	0	0	0	0.129	0	0.492	0.538
ICAM1	TIMP1	1845628	1842705	9606.ENSP00000264832	9606.ENSP00000218388	0	0	0	0	0.055	0	0	0.531	0.538
SELP	PLAT	1845393	1842802	9606.ENSP00000263686	9606.ENSP00000220809	0	0	0	0	0.049	0	0	0.535	0.538
RETN	MMP2	1842846	1842719	9606.ENSP00000221515	9606.ENSP00000219070	0	0	0	0	0	0	0	0.537	0.537
TEK	ENG	1857139	1855851	9606.ENSP00000369375	9606.ENSP00000362299	0	0	0	0	0.083	0	0	0.515	0.537
CES1	IL6	1854024	1844631	9606.ENSP00000353720	9606.ENSP00000258743	0	0	0	0	0	0	0	0.537	0.537
CD274	CXCL10	1857401	1848754	9606.ENSP00000370989	9606.ENSP00000305651	0	0	0	0	0.204	0	0	0.443	0.537
PLAT	TIMP1	1842802	1842705	9606.ENSP00000220809	9606.ENSP00000218388	0	0	0	0	0.055	0	0	0.531	0.537
ANGPTL3	LEP	1855412	1849557	9606.ENSP00000360170	9606.ENSP00000312652	0	0	0	0	0	0	0	0.537	0.537
TEK	PLAUR	1857139	1852201	9606.ENSP00000369375	9606.ENSP00000339328	0	0	0	0	0	0	0	0.537	0.537
ITGAM	PRTN3	1862188	1843396	9606.ENSP00000441691	9606.ENSP00000234347	0	0	0	0	0	0.36	0	0.306	0.537
CXCL10	FCGR3B	1848754	1847507	9606.ENSP00000305651	9606.ENSP00000294800	0	0	0	0	0.103	0	0	0.504	0.536
CCL2	HGF	1843055	1842916	9606.ENSP00000225831	9606.ENSP00000222390	0	0	0	0	0.053	0	0	0.531	0.536
FCGR2A	ICAM1	1846197	1845628	9606.ENSP00000271450	9606.ENSP00000264832	0	0	0	0	0.053	0	0	0.531	0.536
CCL7	MMP3	1856894	1848108	9606.ENSP00000367832	9606.ENSP00000299855	0	0	0	0	0.057	0.324	0	0.331	0.536
IL10	CXCL11	1860958	1848890	9606.ENSP00000412237	9606.ENSP00000306884	0	0	0	0	0	0	0	0.536	0.536
CD40	CSF1	1855654	1850929	9606.ENSP00000361359	9606.ENSP00000327513	0	0	0	0	0.053	0	0	0.531	0.536
FCGR3B	KIT	1847507	1847112	9606.ENSP00000294800	9606.ENSP00000288135	0	0	0	0	0.053	0	0	0.531	0.536
IL8	HMOX1	1848852	1842546	9606.ENSP00000306512	9606.ENSP00000216117	0	0	0	0	0	0	0	0.536	0.536
IL6	PI3	1844631	1843690	9606.ENSP00000258743	9606.ENSP00000243924	0	0	0	0	0	0	0	0.535	0.535
CCL20	CCL11	1853751	1848388	9606.ENSP00000351671	9606.ENSP00000302234	0	0	0	0	0.054	0	0	0.529	0.535
CXCL9	VCAM1	1854250	1847502	9606.ENSP00000354901	9606.ENSP00000294728	0	0	0	0	0.123	0	0	0.491	0.535
CXCL9	CCL23	1854250	1847401	9606.ENSP00000354901	9606.ENSP00000293280	0	0	0	0	0.053	0	0	0.53	0.535
KITLG	HGF	1843134	1842916	9606.ENSP00000228280	9606.ENSP00000222390	0	0	0	0	0	0	0	0.535	0.535
FST	TGFBR3	1844467	1842474	9606.ENSP00000256759	9606.ENSP00000212355	0	0	0	0	0	0	0	0.535	0.535
IGFBP3	CTSD	1857331	1843439	9606.ENSP00000370473	9606.ENSP00000236671	0	0	0	0	0	0.36	0	0.304	0.535
PLAU	NID1	1855748	1845497	9606.ENSP00000361850	9606.ENSP00000264187	0	0	0	0	0	0.36	0	0.304	0.535
EGFR	CHL1	1846445	1844445	9606.ENSP00000275493	9606.ENSP00000256509	0	0	0	0	0.055	0.294	0	0.36	0.535
PLAU	TNFSF10	1855748	1843591	9606.ENSP00000361850	9606.ENSP00000241261	0	0	0	0	0.044	0	0	0.533	0.534
IL6	PLAT	1844631	1842802	9606.ENSP00000258743	9606.ENSP00000220809	0	0	0	0	0.053	0	0	0.529	0.534
MCL1	TNFRSF10A	1854935	1842814	9606.ENSP00000358022	9606.ENSP00000221132	0	0	0	0	0.063	0	0	0.523	0.534
CCL3	CX3CL1	1843010	1842139	9606.ENSP00000225245	9606.ENSP00000006053	0	0	0	0	0	0	0	0.533	0.533
CSF1	SELPLG	1850929	1843143	9606.ENSP00000327513	9606.ENSP00000228463	0	0	0	0	0	0	0	0.532	0.532
CD40	SELP	1855654	1845393	9606.ENSP00000361359	9606.ENSP00000263686	0	0	0	0	0	0	0	0.532	0.532
IL8	CCL13	1848852	1843057	9606.ENSP00000306512	9606.ENSP00000225844	0	0	0	0	0.094	0	0	0.505	0.532
CD163	CCL2	1853796	1843055	9606.ENSP00000352071	9606.ENSP00000225831	0	0	0	0	0.053	0	0	0.527	0.532
F11	TFPI	1858999	1843343	9606.ENSP00000384957	9606.ENSP00000233156	0	0	0	0	0.054	0.184	0	0.443	0.532
CCL11	CCL23	1848388	1847401	9606.ENSP00000302234	9606.ENSP00000293280	0	0	0	0	0.053	0	0	0.527	0.532
CCL25	CCL22	1857886	1842731	9606.ENSP00000375086	9606.ENSP00000219235	0	0	0	0	0	0	0	0.531	0.531
CXCL1	CCL17	1858329	1842733	9606.ENSP00000379110	9606.ENSP00000219244	0	0	0	0	0	0	0	0.531	0.531
CCL28	CSTB	1854117	1847296	9606.ENSP00000354416	9606.ENSP00000291568	0	0	0	0	0	0	0	0.531	0.531
CCL23	CCL13	1847401	1843057	9606.ENSP00000293280	9606.ENSP00000225844	0	0	0	0	0.05	0	0	0.527	0.531
CXCL11	IL6	1848890	1844631	9606.ENSP00000306884	9606.ENSP00000258743	0	0	0	0	0	0	0	0.531	0.531
PGF	HGF	1862737	1842916	9606.ENSP00000451040	9606.ENSP00000222390	0	0	0	0	0	0	0	0.531	0.531
TF	IL8	1859071	1848852	9606.ENSP00000385834	9606.ENSP00000306512	0	0	0	0	0	0	0	0.531	0.531
IL7	CCL4	1845425	1843996	9606.ENSP00000263851	9606.ENSP00000250151	0	0	0	0	0	0	0	0.531	0.531
IL8	CX3CL1	1848852	1842139	9606.ENSP00000306512	9606.ENSP00000006053	0	0	0	0	0	0	0	0.531	0.531
TNFSF12	TNFSF10	1862762	1843591	9606.ENSP00000451451	9606.ENSP00000241261	0	0	0	0	0	0	0	0.531	0.531
CCL8	CCL23	1858210	1847401	9606.ENSP00000378118	9606.ENSP00000293280	0	0	0	0	0.053	0	0	0.525	0.53
F11	VWF	1858999	1844904	9606.ENSP00000384957	9606.ENSP00000261405	0	0	0	0	0	0	0	0.53	0.53
TNFSF12	IL18	1862762	1846668	9606.ENSP00000451451	9606.ENSP00000280357	0	0	0	0	0	0	0	0.53	0.53
IL18	CHI3L1	1846668	1844377	9606.ENSP00000280357	9606.ENSP00000255409	0	0	0	0	0	0	0	0.53	0.53
IL10	CCL23	1860958	1847401	9606.ENSP00000412237	9606.ENSP00000293280	0	0	0	0	0	0	0	0.53	0.53
IL6R	IL4R	1854808	1842312	9606.ENSP00000357470	9606.ENSP00000170630	0	0	0	0	0.129	0	0	0.483	0.53
VEGFA	CCL11	1855611	1848388	9606.ENSP00000361125	9606.ENSP00000302234	0	0	0	0	0	0	0	0.53	0.53
CXCL10	SELL	1848754	1843434	9606.ENSP00000305651	9606.ENSP00000236147	0	0	0	0	0.054	0	0	0.524	0.53
IL18	CCL4	1846668	1843996	9606.ENSP00000280357	9606.ENSP00000250151	0	0	0	0	0	0	0	0.53	0.53
SORT1	CTSD	1844454	1843439	9606.ENSP00000256637	9606.ENSP00000236671	0	0	0	0	0	0	0	0.53	0.53
CXCL1	IL18	1858329	1846668	9606.ENSP00000379110	9606.ENSP00000280357	0	0	0	0	0	0	0	0.53	0.53
PCSK9	EGFR	1848505	1846445	9606.ENSP00000303208	9606.ENSP00000275493	0	0	0	0	0	0	0	0.53	0.53
IL8	IL16	1848852	1848472	9606.ENSP00000306512	9606.ENSP00000302935	0	0	0	0	0	0	0	0.53	0.53
COL1A1	TIMP1	1843064	1842705	9606.ENSP00000225964	9606.ENSP00000218388	0	0	0	0	0.107	0	0	0.495	0.53
IL8	CCL18	1848852	1842123	9606.ENSP00000306512	9606.ENSP00000004921	0	0	0	0	0.071	0	0	0.515	0.53
NCAM1	IL8	1850053	1848852	9606.ENSP00000318472	9606.ENSP00000306512	0	0	0	0	0	0	0	0.529	0.529
CST3	NOTCH3	1856578	1845350	9606.ENSP00000366124	9606.ENSP00000263388	0	0	0	0	0	0	0	0.529	0.529
VCAM1	KIT	1847502	1847112	9606.ENSP00000294728	9606.ENSP00000288135	0	0	0	0	0	0	0	0.528	0.528
NOTCH1	HMOX1	1846535	1842546	9606.ENSP00000277541	9606.ENSP00000216117	0	0	0	0	0.063	0	0	0.516	0.528
IL7R	FCGR2A	1848815	1846197	9606.ENSP00000306157	9606.ENSP00000271450	0	0	0	0	0.141	0	0	0.473	0.528
NID1	COL1A1	1845497	1843064	9606.ENSP00000264187	9606.ENSP00000225964	0	0	0	0	0.108	0.326	0	0.278	0.528
SELE	DECR1	1851385	1842800	9606.ENSP00000331736	9606.ENSP00000220764	0	0	0	0	0	0	0	0.528	0.528
CASP8	TNFRSF10C	1853692	1853425	9606.ENSP00000351273	9606.ENSP00000349324	0	0	0	0	0.108	0	0	0.492	0.527
SLAMF1	IL7R	1848818	1848815	9606.ENSP00000306190	9606.ENSP00000306157	0	0	0	0	0.127	0	0	0.48	0.527
CCL20	CCL18	1853751	1842123	9606.ENSP00000351671	9606.ENSP00000004921	0	0	0	0	0.121	0	0	0.484	0.527
CD274	HMOX1	1857401	1842546	9606.ENSP00000370989	9606.ENSP00000216117	0	0	0	0	0.053	0	0	0.521	0.527
CCL28	AMBP	1854117	1845697	9606.ENSP00000354416	9606.ENSP00000265132	0	0	0	0	0	0	0	0.527	0.527
TGM2	TNFRSF10B	1854355	1846494	9606.ENSP00000355330	9606.ENSP00000276431	0	0	0	0	0.053	0	0	0.521	0.527
MPO	COMP	1843011	1842901	9606.ENSP00000225275	9606.ENSP00000222271	0	0	0	0	0	0	0	0.527	0.527
DPP4	REN	1854025	1846232	9606.ENSP00000353731	9606.ENSP00000272190	0	0	0	0	0	0	0	0.527	0.527
FIGF	IL18	1847913	1846668	9606.ENSP00000297904	9606.ENSP00000280357	0	0	0	0	0	0	0	0.527	0.527
PLAUR	TIMP2	1852201	1845213	9606.ENSP00000339328	9606.ENSP00000262768	0	0	0	0	0.113	0	0	0.488	0.526
CXCL1	IL17RA	1858329	1850297	9606.ENSP00000379110	9606.ENSP00000320936	0	0	0	0	0	0	0	0.526	0.526
PLAU	IL8	1855748	1848852	9606.ENSP00000361850	9606.ENSP00000306512	0	0	0	0	0.089	0	0	0.501	0.526
CD40	CCL22	1855654	1842731	9606.ENSP00000361359	9606.ENSP00000219235	0	0	0	0	0.094	0	0	0.498	0.526
CCL8	IL6	1858210	1844631	9606.ENSP00000378118	9606.ENSP00000258743	0	0	0	0	0.107	0	0	0.491	0.526
CXCL9	CCL13	1854250	1843057	9606.ENSP00000354901	9606.ENSP00000225844	0	0	0	0	0.143	0	0	0.47	0.526
MB	VCAM1	1853903	1847502	9606.ENSP00000352835	9606.ENSP00000294728	0	0	0	0	0	0	0	0.526	0.526
CCL11	IL18	1848388	1846668	9606.ENSP00000302234	9606.ENSP00000280357	0	0	0	0	0	0	0	0.525	0.525
CXCL1	CCL22	1858329	1842731	9606.ENSP00000379110	9606.ENSP00000219235	0	0	0	0	0	0	0	0.525	0.525
SPP1	VCAM1	1858269	1847502	9606.ENSP00000378517	9606.ENSP00000294728	0	0	0	0	0	0	0	0.525	0.525
MMP7	TNFSF11	1844765	1843537	9606.ENSP00000260227	9606.ENSP00000239849	0	0	0	0	0	0.388	0	0.255	0.525
CXCL5	CCL17	1847663	1842733	9606.ENSP00000296027	9606.ENSP00000219244	0	0	0	0	0	0	0	0.525	0.525
F7	UGGT1	1856334	1844678	9606.ENSP00000364731	9606.ENSP00000259253	0	0	0	0	0	0	0	0.524	0.524
IL8	OSM	1848852	1842507	9606.ENSP00000306512	9606.ENSP00000215781	0	0	0	0	0.122	0	0	0.481	0.524
DPP4	CXCL10	1854025	1848754	9606.ENSP00000353731	9606.ENSP00000305651	0	0	0	0	0	0.344	0	0.304	0.524
ADA	MARCO	1855776	1850096	9606.ENSP00000361965	9606.ENSP00000318916	0	0	0	0	0	0	0	0.524	0.524
CD40	CCL4	1855654	1843996	9606.ENSP00000361359	9606.ENSP00000250151	0	0	0	0	0.072	0	0	0.508	0.524
TNC	HGF	1845696	1842916	9606.ENSP00000265131	9606.ENSP00000222390	0	0	0	0	0.057	0.171	0	0.44	0.523
COL1A1	COMP	1843064	1842901	9606.ENSP00000225964	9606.ENSP00000222271	0	0	0	0	0.245	0	0	0.394	0.523
PTPRS	EGFR	1853517	1846445	9606.ENSP00000349932	9606.ENSP00000275493	0	0	0	0	0	0.431	0	0.195	0.523
SRC	CA3	1853652	1846959	9606.ENSP00000350941	9606.ENSP00000285381	0	0	0	0	0.052	0.36	0	0.277	0.523
F2R	PRTN3	1850333	1843396	9606.ENSP00000321326	9606.ENSP00000234347	0	0	0	0	0	0.399	0	0.237	0.523
F7	EGFR	1856334	1846445	9606.ENSP00000364731	9606.ENSP00000275493	0	0	0	0	0.044	0	0	0.521	0.523
NCAM1	FCGR2A	1850053	1846197	9606.ENSP00000318472	9606.ENSP00000271450	0	0	0	0	0	0	0	0.522	0.522
CCL11	CCL18	1848388	1842123	9606.ENSP00000302234	9606.ENSP00000004921	0	0	0	0	0.1	0	0	0.491	0.522
CCL15	ICAM1	1847400	1845628	9606.ENSP00000293276	9606.ENSP00000264832	0	0	0	0	0.054	0	0	0.516	0.522
SELP	RETN	1845393	1842846	9606.ENSP00000263686	9606.ENSP00000221515	0	0	0	0	0	0	0	0.522	0.522
ICAM1	IL7	1845628	1845425	9606.ENSP00000264832	9606.ENSP00000263851	0	0	0	0	0	0	0	0.521	0.521
IL10	ICAM3	1860958	1842275	9606.ENSP00000412237	9606.ENSP00000160262	0	0	0	0	0	0	0	0.521	0.521
F2R	CDH1	1850333	1844988	9606.ENSP00000321326	9606.ENSP00000261769	0	0	0	0	0	0	0	0.521	0.521
SPP1	REN	1858269	1846232	9606.ENSP00000378517	9606.ENSP00000272190	0	0	0	0	0.072	0	0	0.505	0.521
DPP4	LEP	1854025	1849557	9606.ENSP00000353731	9606.ENSP00000312652	0	0	0	0	0	0	0	0.52	0.52
F7	SELE	1856334	1851385	9606.ENSP00000364731	9606.ENSP00000331736	0	0	0	0	0	0.178	0	0.44	0.52
CXCL5	CCL22	1847663	1842731	9606.ENSP00000296027	9606.ENSP00000219235	0	0	0	0	0	0	0	0.52	0.52
CD163	VWF	1853796	1844904	9606.ENSP00000352071	9606.ENSP00000261405	0	0	0	0	0.437	0	0	0.183	0.52
CXCL6	CCL2	1843085	1843055	9606.ENSP00000226317	9606.ENSP00000225831	0	0	0	0	0.092	0	0	0.493	0.519
MMP9	DLK1	1855661	1852308	9606.ENSP00000361405	9606.ENSP00000340292	0	0	0	0	0	0	0	0.518	0.518
VWF	COL1A1	1844904	1843064	9606.ENSP00000261405	9606.ENSP00000225964	0	0	0	0	0.134	0.36	0	0.199	0.518
EIF4EBP1	EGFR	1852358	1846445	9606.ENSP00000340691	9606.ENSP00000275493	0	0	0	0	0.043	0	0	0.517	0.518
CD5	FCGR2A	1852615	1846197	9606.ENSP00000342681	9606.ENSP00000271450	0	0	0	0	0.091	0	0	0.491	0.517
CCL2	CCL18	1843055	1842123	9606.ENSP00000225831	9606.ENSP00000004921	0	0	0	0	0.056	0	0	0.51	0.517
APOM	LEP	1856405	1849557	9606.ENSP00000365081	9606.ENSP00000312652	0	0	0	0	0	0	0	0.517	0.517
CDH1	CCL17	1844988	1842733	9606.ENSP00000261769	9606.ENSP00000219244	0	0	0	0	0	0	0	0.516	0.516
ICAM1	CCL4	1845628	1843996	9606.ENSP00000264832	9606.ENSP00000250151	0	0	0	0	0.055	0	0	0.509	0.516
IL10	CCL19	1860958	1849114	9606.ENSP00000412237	9606.ENSP00000308815	0	0	0	0	0	0	0	0.516	0.516
CDH5	KIT	1852772	1847112	9606.ENSP00000344115	9606.ENSP00000288135	0	0	0	0	0.054	0.046	0	0.507	0.516
MB	CD163	1853903	1853796	9606.ENSP00000352835	9606.ENSP00000352071	0	0	0	0	0	0	0	0.516	0.516
CEACAM8	AZU1	1843712	1843379	9606.ENSP00000244336	9606.ENSP00000233997	0	0	0	0	0.424	0	0	0.193	0.515
HSPG2	SELL	1856167	1843434	9606.ENSP00000363827	9606.ENSP00000236147	0	0	0	0	0	0	0	0.515	0.515
XCL1	IL8	1854666	1848852	9606.ENSP00000356792	9606.ENSP00000306512	0	0	0	0	0	0	0	0.515	0.515
CSF1	CCL3	1850929	1843010	9606.ENSP00000327513	9606.ENSP00000225245	0	0	0	0	0.055	0	0	0.508	0.515
CD40	CASP8	1855654	1853692	9606.ENSP00000361359	9606.ENSP00000351273	0	0	0	0	0.051	0	0	0.51	0.515
FAS	SELL	1853242	1843434	9606.ENSP00000347979	9606.ENSP00000236147	0	0	0	0	0	0	0	0.515	0.515
TEK	MMP9	1857139	1855661	9606.ENSP00000369375	9606.ENSP00000361405	0	0	0	0	0	0	0	0.514	0.514
MMP9	CDH5	1855661	1852772	9606.ENSP00000361405	9606.ENSP00000344115	0	0	0	0	0.062	0	0	0.503	0.513
MMP9	SELP	1855661	1845393	9606.ENSP00000361405	9606.ENSP00000263686	0	0	0	0	0	0	0	0.513	0.513
CD40	CXCL9	1855654	1854250	9606.ENSP00000361359	9606.ENSP00000354901	0	0	0	0	0.061	0	0	0.503	0.513
TF	DECR1	1859071	1842800	9606.ENSP00000385834	9606.ENSP00000220764	0	0	0	0	0	0.063	0	0.502	0.513
GDF15	CCL2	1844163	1843055	9606.ENSP00000252809	9606.ENSP00000225831	0	0	0	0	0.052	0	0	0.506	0.512
CSF1	CXCL10	1850929	1848754	9606.ENSP00000327513	9606.ENSP00000305651	0	0	0	0	0.058	0	0	0.504	0.512
XCL1	CXCL9	1854666	1854250	9606.ENSP00000356792	9606.ENSP00000354901	0	0	0	0	0.057	0	0	0.504	0.512
CTSD	CTSZ	1843439	1842640	9606.ENSP00000236671	9606.ENSP00000217131	0	0	0	0	0.074	0.102	0	0.46	0.512
ITGAM	ENG	1862188	1855851	9606.ENSP00000441691	9606.ENSP00000362299	0	0	0	0	0	0	0	0.511	0.511
TIMP2	IL6	1845213	1844631	9606.ENSP00000262768	9606.ENSP00000258743	0	0	0	0	0.054	0	0	0.505	0.511
PTX3	FCN2	1847646	1847312	9606.ENSP00000295927	9606.ENSP00000291744	0	0	0	0	0	0.36	0	0.266	0.51
SERPINE1	DECR1	1842959	1842800	9606.ENSP00000223095	9606.ENSP00000220764	0	0	0	0	0.052	0	0	0.505	0.51
FCGR2A	CCL2	1846197	1843055	9606.ENSP00000271450	9606.ENSP00000225831	0	0	0	0	0.054	0	0	0.504	0.51
CCL7	CCL20	1856894	1853751	9606.ENSP00000367832	9606.ENSP00000351671	0	0	0	0	0.054	0	0	0.504	0.51
CD40	ICAM3	1855654	1842275	9606.ENSP00000361359	9606.ENSP00000160262	0	0	0	0	0.055	0	0	0.503	0.51
SRC	NCAM1	1853652	1850053	9606.ENSP00000350941	9606.ENSP00000318472	0	0	0	0	0.051	0.136	0	0.45	0.51
LEP	CA3	1849557	1846959	9606.ENSP00000312652	9606.ENSP00000285381	0	0	0	0	0.054	0	0	0.504	0.51
CXCL1	MPO	1858329	1843011	9606.ENSP00000379110	9606.ENSP00000225275	0	0	0	0	0	0	0	0.51	0.51
IL18	SELL	1846668	1843434	9606.ENSP00000280357	9606.ENSP00000236147	0	0	0	0	0.053	0	0	0.503	0.509
AMBP	PROC	1845697	1843382	9606.ENSP00000265132	9606.ENSP00000234071	0	0	0	0	0.306	0.184	0	0.203	0.509
MMP3	PLAT	1848108	1842802	9606.ENSP00000299855	9606.ENSP00000220809	0	0	0	0	0.055	0	0	0.502	0.509
VCAM1	TIMP1	1847502	1842705	9606.ENSP00000294728	9606.ENSP00000218388	0	0	0	0	0.053	0	0	0.503	0.509
FETUB	HGF	1845671	1842916	9606.ENSP00000265029	9606.ENSP00000222390	0	0	0	0	0.182	0	0	0.425	0.509
IL10	HGF	1860958	1842916	9606.ENSP00000412237	9606.ENSP00000222390	0	0	0	0	0	0	0	0.509	0.509
PRSS3	CPA1	1854099	1842164	9606.ENSP00000354280	9606.ENSP00000011292	0.054	0	0	0	0.29	0.134	0	0.254	0.509
IL10	TNFSF11	1860958	1843537	9606.ENSP00000412237	9606.ENSP00000239849	0	0	0	0	0	0	0	0.508	0.508
CCL23	IL6	1847401	1844631	9606.ENSP00000293280	9606.ENSP00000258743	0	0	0	0	0.053	0	0	0.502	0.508
CXCL11	TNFSF11	1848890	1843537	9606.ENSP00000306884	9606.ENSP00000239849	0	0	0	0	0	0	0	0.508	0.508
IGFBP3	CTSL1	1857331	1852924	9606.ENSP00000370473	9606.ENSP00000345344	0	0	0	0	0.056	0.36	0	0.251	0.508
MMP9	DECR1	1855661	1842800	9606.ENSP00000361405	9606.ENSP00000220764	0	0	0	0	0	0	0	0.508	0.508
SELL	CCL3	1843434	1843010	9606.ENSP00000236147	9606.ENSP00000225245	0	0	0	0	0	0	0	0.508	0.508
IL10	CXCL5	1860958	1847663	9606.ENSP00000412237	9606.ENSP00000296027	0	0	0	0	0	0	0	0.508	0.508
LTA	IL8	1860412	1848852	9606.ENSP00000403495	9606.ENSP00000306512	0	0	0	0	0.053	0	0	0.502	0.508
